"","Business Id","Name","Address","City","Postal Code","State","Latitude","Longitude","Review Count","Stars","Categories","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Alcohol","Ambience","Bike Parking","Business Accepts Credit Cards","Business Parking","Dietary Restrictions","Dogs Allowed","Drive Thru","Good For Kids","Good For Meal","Happy Hour","Has TV","Music","Noise Level","Outdoor Seating","Restaurants Attire","Restaurants Delivery","Restaurants Good For Groups","Restaurants Reservations","Restaurants Table Service","Restaurants Take Out","RestaurantsPriceRange2","Smoking","Wheelchair Accessible","Wi Fi","WeightedStar"
"11","cQFaUkvUyILSCd3vqhgJMg","Santa Barbara Maritime Museum","113 Harbor Way, Ste 190","Santa Barbara",93109,"CA",34.404272,-119.693761,26,4.5,"Tours, Arts & Entertainment, Museums, Hotels & Travel","0:0-0:0","10:0-17:0","10:0-15:0","10:0-14:0","10:0-15:0","10:0-13:0","10:0-14:0",NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'free'",117
"12","dGXnIfdT_8IJZbHF_-i-Sg","Brasil Stone","1233 De La Vina St","Santa Barbara",93101,"CA",34.4218431,-119.7079663,11,2.5,"Home Services, Building Supplies, Hotels & Travel, Shopping, Cabinetry, Kitchen & Bath, Masonry/Concrete, Car Rental, Home & Garden, Countertop Installation","0:0-0:0","9:30-17:0","9:30-17:0","9:30-17:0","9:0-17:0","11:0-15:0",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5
"13","PvCCwun_1sD5Vg6GDguw3g","Quality Inn Santa Barbara","3055 De La Vina St","Santa Barbara",93105,"CA",34.44000428,-119.7299683,60,3,"Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",180
"14","6bbpLqP90jEcJN5QI0SZ7w","Haley Hotel","26 E Haley St","Santa Barbara",93101,"CA",34.4173965,-119.6943895,58,3.5,"Hotels & Travel, Hotels, Event Planning & Services","8:0-23:45","8:0-23:45","8:0-23:45","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'free'",203
"15","T97hE3STgTgpwda75h6p1w","Wine Canyon Tours","417 Calle Palo Colorado","Santa Barbara",93101,"CA",34.445431,-119.731107,152,5,"Travel Services, Hotels & Travel, Wineries, Tours, Arts & Entertainment, Food, Event Planning & Services, Wine Tours","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","7:0-17:0",NA,NA,NA,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,760
"16","XIxRVknkLox7_Z9ppmHepg","Rancho Oso RV & Camping Resort","3750 Paradise Rd","Santa Barbara",93105,"CA",34.53635504,-119.7713184,90,3.5,"Campgrounds, RV Parks, Hotels & Travel, Horseback Riding, Active Life","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315
"17","4_cSAuLJ2Z04h8CGG-qwaA","Santa Barbara Yellow Cab","55 S Kellogg Ave","Goleta",93117,"CA",34.4390709,-119.8207152,14,1.5,"Transportation, Taxis, Automotive, Hotels & Travel, Arts & Entertainment, Food, Wineries","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"18","elnmOdMKGQvAF9FoVXg6Eg","Wheel Fun Rentals - 24 E Mason St","24 E Mason St","Santa Barbara",93101,"CA",34.4136345,-119.6894577,156,4.5,"Active Life, Shopping, Hotels & Travel, Bikes, Paddleboarding, Local Flavor, Beach Equipment Rentals, Tours, Bike Rentals, Sporting Goods","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-18:0","9:0-18:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,702
"19","M-GMA5wbpjusPT04_zg4PA","Stardust Sportfishing","301 W Cabrillo Blvd","Santa Barbara",93013,"CA",34.4086671,-119.6919769,48,4.5,"ATV Rentals/Tours, Hotels & Travel, Tours, Fishing, Active Life, Boating","6:0-18:0","6:0-18:0","6:0-18:0","6:0-18:0","6:0-18:0","6:0-18:0","6:0-18:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,216
"20","3MieDW5uihkPvXqnxAIGmg","SB Buggie","120 E Yanonali St","Santa Barbara",93101,"CA",34.4155403,-119.6897052,231,5,"Tours, Motorcycle Rental, Scooter Rentals, Kids Activities, Car Rental, Bike Rentals, Hotels & Travel, Active Life","0:0-0:0","11:0-17:0",NA,NA,"11:0-17:0","11:0-17:0","11:0-17:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"u'no'",1155
"21","zsk5qJ179aZvgtz62JCj7A","Santa Barbara Bikes To Go","736 Carpinteria St","Santa Barbara",93103,"CA",34.4192625,-119.6786045,91,5,"Historical Tours, Bike Rentals, Mountain Biking, Active Life, Bike tours, Fitness & Instruction, Tours, Hotels & Travel","0:0-0:0","9:0-12:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"u'free'",455
"22","DboqYyH-S8pV6WxaF9Plow","Cal Coast Adventures","736 Carpinteria St","Santa Barbara",93103,"CA",34.4192625,-119.6786045,184,5,"Paddleboarding, Active Life, Tours, Hotels & Travel, Surfing, Rafting/Kayaking, Bike Rentals, Fitness & Instruction, Trainers","0:0-0:0","9:0-12:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"u'free'",920
"23","JZ1Vlmi-uGN8w5JNXEeHMw","Santa Barbara Travel","1028 State St","Santa Barbara",93101,"CA",34.422337,-119.702606,15,4.5,"Travel Agents, Travel Services, Airlines, Hotels & Travel, Event Planning & Services, Transportation, Boat Charters","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'free'",67.5
"24","DFEfjbZSMgXoft88GXZM1Q","Silk Road Transportation and Wine Tours",NA,"Santa Barbara",93101,"CA",34.420334,-119.7107494,51,5,"Airports, Transportation, Event Planning & Services, Party Bus Rentals, Tours, Wine Tours, Limos, Hotels & Travel, Town Car Service, Airport Shuttles","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",255
"25","I9Zh-vdISUaU7_ktpldnKw","Signature Parking","1482 E Valley Rd","Santa Barbara",93108,"CA",34.4381976,-119.6332448,26,3.5,"Transportation, Hotels & Travel, Valet Services, Professional Services, Parking, Limos, Event Planning & Services, Automotive","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",91
"26","dC4Ahv-Q7t77b4fQpvptCw","Paradise Retreats","16 E Arellaga St","Santa Barbara",93101,"CA",34.4274395,-119.7089011,181,3.5,"Vacation Rentals, Property Management, Hotels & Travel, Home Services, Vacation Rental Agents, Real Estate","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",633.5
"27","tOd6MX3hSuMyQxMK3ZKBTQ","Lucky Taxi & Limousine","535 Olive St","Santa Barbara",93101,"CA",34.4226861,-119.6911465,7,4.5,"Food, Transportation, Wineries, Taxis, Limos, Arts & Entertainment, Hotels & Travel","9:0-9:0","9:0-9:0","9:0-9:0","9:0-9:0","9:0-9:0","9:0-9:0","9:0-9:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",31.5
"28","OevgFa-maNijC2anmt1_mQ","Holiday Inn Express Santa Barbara","17 W Haley St","Santa Barbara",93101,"CA",34.4159952,-119.6957189,195,3.5,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",682.5
"29","82gwcD3UmhQ7uwNwkeNKTw","Santa Barbara Airport","500 James Fowler Rd","Santa Barbara",93117,"CA",34.4250786,-119.8365193,192,4,"Airports, Hotels & Travel","4:0-2:0","4:0-2:0","4:0-2:0","4:0-2:0","4:0-2:0","4:0-2:0","4:0-2:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",768
"30","grEJZ7iyhUbF8xuwmFRdAA","Villa Rosa Inn","15 Chapala St","Santa Barbara",93101,"CA",34.4115493,-119.6912666,204,2.5,"Event Planning & Services, Bed & Breakfast, Hotels & Travel, Hotels","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"u'free'",510
"31","zmEFVIU5cakWga2cyskz2Q","Harbor View Inn","28 W Cabrillo Blvd","Santa Barbara",93101,"CA",34.4119015,-119.6906104,304,3.5,"Hotels & Travel, Event Planning & Services, Hotels","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"u'free'",1064
"32","kFdR21vPWa26COwiO7kOSQ","Franciscan Inn & Suites","109 Bath St","Santa Barbara",93101,"CA",34.4098365,-119.6947637,136,4,"Hotels, Hotels & Travel, Event Planning & Services, Bed & Breakfast","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",544
"33","6FxMUTdTeCTJOrBKFDd-og","Helping Hands Group","23 Hitchcock Way, Unit D","Santa Barbara",93105,"CA",34.439403,-119.7443535,5,4,"Transportation, Retirement Homes, Health & Medical, Home Health Care, Hotels & Travel","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"34","J3fd-eAmp4ttRTJbweTuGA","Rincon Mountain Winery Tasting Room","4187 Carpinteria Ave, Ste 1","Carpinteria",93013,"CA",34.404023,-119.534743,13,5,"Hotels & Travel, Tours, Food, Wine Tours, Wineries, Wine Tasting Room, Arts & Entertainment",NA,NA,NA,"12:0-19:0","12:0-19:0","12:0-19:0","12:0-19:0",NA,NA,FALSE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,"TRUE",NA,NA,TRUE,"u'free'",65
"35","0jpFptAehZhLl3nkhHDanA","Belmond El Encanto","800 Alvarado Pl","Santa Barbara",93103,"CA",34.4388519,-119.7043733,331,4,"Restaurants, Event Planning & Services, Hotels, Hotels & Travel","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-23:0","7:0-23:0","7:0-22:0","u'full_bar'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,TRUE,NA,FALSE,NA,NA,FALSE,NA,"u'average'","TRUE","u'dressy'","FALSE",TRUE,"TRUE",NA,"TRUE",4,NA,NA,"u'paid'",1324
"36","OK9oMtAqZ2w5a6SzSKUsug","SB Party Limo",NA,"Santa Barbara",93111,"CA",34.4630827,-119.8062912,9,2,"Party Bus Rentals, Event Planning & Services, Wine Tours, Tours, Limos, Transportation, Hotels & Travel","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",18
"37","DZdGvf67WEG8ZDRM2fLt1w","Explore Wines Tour",NA,"Santa Barbara",93101,"CA",34.420334,-119.7107494,48,5,"Tours, Arts & Entertainment, Transportation, Wineries, Hotels & Travel, Wine Tours, Food, Limos","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-21:30","9:0-21:30","9:0-20:0",NA,NA,FALSE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",240
"38","5K-Rh9-pxrPCEp4wdlhiqg","Santa Barbara Vacation Rentals","27 W Anapamu, Ste 228","Santa Barbara",93101,"CA",34.4224525,-119.7049972,16,3,"Vacation Rental Agents, Real Estate, Hotels & Travel, Property Management, Home Services","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
"39","ra_ScYbdhHj2RiYSGEvSdQ","Styled & Staged Santa Barbara",NA,"Santa Barbara",93101,"CA",34.420334,-119.7107494,6,5,"Home Services, Home Staging, Hotels & Travel, Real Estate Services, Real Estate, Interior Design, Vacation Rentals, Real Estate Photography","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
"40","XbKXYLjC50m1_OFESDYLWA","Santa Barbara Wine Shuttle","500 Anacapa St","Santa Barbara",93101,"CA",34.418164,-119.694435,6,5,"Limos, Food, Wine Tours, Hotels & Travel, Tours, Arts & Entertainment, Beer, Wine & Spirits, Transportation, Party Bus Rentals, Event Planning & Services, Wineries, Taxis","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
"41","QB6O8M_lW3DSvXHhbylEjQ","?Silent Stay Meditation & Retreat Center","750 Ladera Ln","Montecito",93108,"CA",34.44055715,-119.5788431,33,5,"Real Estate, Home Services, Churches, Fitness & Instruction, Health & Medical, Resorts, Active Life, Religious Organizations, Health Retreats, Hotels & Travel, Meditation Centers, Real Estate Services","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165
"42","Gc4feaG1fRceTNZaHmpssQ","Santa Barbara Beach Horseback Rides",NA,"Santa Barbara",93103,"CA",34.42855747,-119.5810079,88,4.5,"Tours, Event Planning & Services, Beaches, Horseback Riding, Active Life, Hotels & Travel","8:15-18:15","8:15-18:15","8:15-18:15","8:15-18:15","8:15-18:15","8:15-18:15","8:15-18:15",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396
"43","4_JJl_mlIEI9Ui9rOHHwMA","Wine & Horse Tours",NA,"Santa Barbara",93101,"CA",34.420334,-119.7107494,7,3.5,"Hotels & Travel, Horseback Riding, Tours, Arts & Entertainment, Wineries, Wine Tours, Food, Active Life",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,24.5
"44","VMP_tCZXcuJuiNUCBshd8w","Tributary Whitewater Tours","10068 Hirschdale Rd","Truckee",96161,"CA",39.382598,-120.084046,28,5,"Boating, Tours, Hotels & Travel, Rafting/Kayaking, Active Life","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140
"45","YbnJYHNp_fHbI-hcFg48vQ","Santa Barbara Adventure Company","32 E Haley St","Santa Barbara",93101,"CA",34.4176812,-119.6943492,195,5,"Tours, Boating, Hotels & Travel, Rafting/Kayaking, Parks, Travel Services, Active Life","0:0-0:0","8:0-17:0","8:0-17:0","8:0-14:0","8:0-17:0","8:0-17:0","8:0-17:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",975
